City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Hirara,JP,24.8,125.2833,63.09,62,100,20.04,overcast clouds
454,Tuy Hoa,VN,13.0833,109.3,75.99,85,60,17.34,broken clouds
455,Albacete,ES,38.8333,-2.0,46.18,66,0,4.61,clear sky
456,Mitsamiouli,KM,-11.3847,43.2844,82.02,74,98,10.69,light rain
457,Gus-Zheleznyy,RU,55.0581,41.1656,8.31,92,61,8.75,broken clouds
458,Maceio,BR,-9.6658,-35.7353,74.64,88,40,2.3,scattered clouds
459,Sulgen,CH,47.5377,9.185,39.76,74,97,1.68,overcast clouds
460,Olovyannaya,RU,50.95,115.5667,4.66,79,80,5.95,broken clouds
461,Yerbogachen,RU,61.2767,108.0108,2.12,95,98,5.82,overcast clouds
462,Bhatapara,IN,21.7333,81.9333,70.34,23,0,2.51,clear sky
463,Micheweni,TZ,-4.9667,39.8333,80.62,80,99,5.35,overcast clouds
464,Obzor,BG,42.8167,27.8833,30.42,81,7,9.73,clear sky
465,Tagusao,PH,9.1924,117.8141,83.25,70,98,9.44,overcast clouds
466,Tucuman,AR,-26.8241,-65.2226,66.2,94,0,5.75,clear sky
467,Dhaulpur,IN,26.7,77.9,61.03,53,0,3.0,clear sky
468,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,94,89,20.6,overcast clouds
469,Wasilla,US,61.5814,-149.4394,25.74,83,100,4.61,overcast clouds
470,Itoigawa,JP,37.0333,137.85,35.29,83,100,17.85,light snow
471,Olafsvik,IS,64.8945,-23.7142,27.72,61,100,24.56,overcast clouds
472,Puro,PH,12.4841,123.3827,80.46,75,97,16.8,overcast clouds
473,Nata,PA,8.3333,-80.5167,77.47,87,8,7.81,clear sky
474,Hervey Bay,AU,-25.2986,152.8535,80.02,61,27,15.99,scattered clouds
475,Diveyevo,RU,55.0433,43.2418,16.07,94,100,11.18,light snow
476,Hamilton,US,39.1834,-84.5333,19.24,86,100,4.61,overcast clouds
477,Garowe,SO,8.4054,48.4845,67.35,44,11,6.64,few clouds
478,Sitamau,IN,24.0167,75.35,68.02,21,0,1.3,clear sky
479,Shingu,JP,33.7333,135.9833,40.91,46,35,16.4,scattered clouds
480,Fuerte Olimpo,PY,-21.0415,-57.8738,79.47,65,21,6.15,few clouds
481,Miri,MY,4.4148,114.0089,83.86,72,100,5.41,overcast clouds
482,Natal,BR,-5.795,-35.2094,77.65,88,20,4.61,few clouds
483,Archidona,ES,37.0965,-4.3887,53.91,67,100,4.32,overcast clouds
484,Kushima,JP,31.4583,131.2333,47.03,50,53,15.95,broken clouds
485,Fontenay-Le-Comte,FR,46.5833,-1.0,36.05,90,14,4.23,few clouds
486,Utica,US,43.1009,-75.2327,12.31,99,99,4.83,overcast clouds
487,Georgetown,MY,5.4112,100.3354,90.9,62,20,6.91,few clouds
488,Camacha,PT,33.0833,-16.3333,60.22,94,20,3.44,few clouds
489,Belle Fourche,US,44.6714,-103.8522,44.11,68,26,7.67,scattered clouds
490,Haines Junction,CA,60.7522,-137.5108,2.8,98,100,2.44,light snow
491,Solnechnyy,RU,50.7214,136.6319,8.94,89,100,2.19,overcast clouds
492,Malpe,IN,13.35,74.7167,81.7,54,38,3.27,scattered clouds
493,Great Yarmouth,GB,52.6083,1.7305,37.22,87,7,18.16,clear sky
494,Scottsbluff,US,41.8666,-103.6672,36.72,61,0,7.0,clear sky
495,Buena Vista,US,43.4203,-83.8986,13.05,77,75,0.0,broken clouds
496,Samarai,PG,-10.6167,150.6667,84.54,76,95,9.6,overcast clouds
497,Abu Dhabi,AE,24.4667,54.3667,66.31,65,0,1.99,clear sky
498,Kipini,KE,-2.5257,40.5262,76.87,84,87,5.3,overcast clouds
499,Zhigansk,RU,66.7697,123.3711,-24.57,97,100,4.43,overcast clouds
500,Teknaf,BD,20.8624,92.3058,72.23,75,83,6.73,broken clouds
501,Tumsar,IN,21.3833,79.7333,73.49,19,4,3.91,clear sky
502,Pangnirtung,CA,66.1451,-65.7125,-26.59,98,100,1.48,overcast clouds
503,Pizarro,CO,4.9533,-77.366,74.68,93,25,6.76,light rain
504,Rio Casca,BR,-20.2261,-42.6508,70.9,98,100,4.56,overcast clouds
505,Guane,CU,22.2025,-84.0875,71.2,90,20,4.79,few clouds
506,Ouallam,NE,14.3188,2.0866,59.16,15,1,11.48,clear sky
507,Marawi,PH,7.9986,124.2928,74.64,53,67,8.01,broken clouds
508,Tumba,SE,59.1986,17.8332,34.02,93,100,9.22,overcast clouds
509,Taoudenni,ML,22.6783,-3.9836,61.74,16,51,10.13,broken clouds
510,Kudahuvadhoo,MV,2.6708,72.8944,82.0,72,41,11.1,scattered clouds
511,Bajil,YE,15.0584,43.2851,75.4,80,70,2.82,broken clouds
512,Los Llanos De Aridane,ES,28.6585,-17.9182,57.13,74,0,10.0,clear sky
513,Erenhot,CN,43.6475,111.9767,13.86,69,6,15.39,clear sky
514,Sandnessjoen,NO,66.0217,12.6316,35.58,95,100,5.01,light snow
515,Pembroke,CA,45.8168,-77.1162,4.66,78,100,4.5,overcast clouds
516,Hagerstown,US,39.6418,-77.72,31.46,78,100,8.99,overcast clouds
517,Baruun-Urt,MN,46.6806,113.2792,11.73,67,33,10.04,scattered clouds
518,Beringovskiy,RU,63.05,179.3167,-10.91,89,44,11.5,scattered clouds
519,Casper,US,42.8666,-106.3131,28.99,46,0,21.85,clear sky
520,Severnyy,RU,50.677,36.5532,19.44,93,100,13.42,overcast clouds
521,Canico,PT,32.6333,-16.85,65.71,80,20,6.91,few clouds
522,Bonavista,CA,48.6499,-53.1147,31.12,94,100,23.98,snow
523,Udachnyy,RU,66.4167,112.4,-19.97,99,79,4.41,broken clouds
524,Catamarca,AR,-28.4696,-65.7852,66.78,86,20,3.76,few clouds
525,Kieta,PG,-6.2167,155.6333,85.26,75,100,11.92,light rain
526,Namatanai,PG,-3.6667,152.4333,85.01,67,84,9.66,broken clouds
527,Nanakuli,US,21.3906,-158.1547,76.95,71,40,3.44,scattered clouds
528,Sand Springs,US,36.1398,-96.1089,25.38,73,0,0.0,clear sky
529,Bonthe,SL,7.5264,-12.505,73.08,90,21,4.05,few clouds
530,George,ZA,-33.963,22.4617,62.02,73,1,4.52,clear sky
531,Moen,NO,69.1304,18.6123,21.27,92,0,1.14,clear sky
532,Kyra,RU,49.5776,111.9753,15.31,65,42,7.96,scattered clouds
533,Setermoen,NO,68.861,18.3486,13.44,89,73,9.51,broken clouds
534,Patitirion,GR,39.15,23.8667,44.08,54,0,4.12,clear sky
535,Vanimo,PG,-2.6741,141.3028,86.02,66,56,11.18,broken clouds
536,Pilar,BR,-9.5972,-35.9567,73.33,85,22,3.94,few clouds
537,Tondano,ID,1.3038,124.9112,78.89,71,94,5.64,overcast clouds
538,Tokur,RU,53.1333,132.9,-1.86,81,86,4.23,overcast clouds
539,Longkou,CN,37.6508,120.3286,29.59,48,2,16.69,clear sky
540,Taman,RU,45.2117,36.7161,30.52,66,91,13.4,overcast clouds
541,Srivardhan,IN,18.0333,73.0167,76.69,44,20,0.36,few clouds
542,Narragansett,US,41.4501,-71.4495,30.24,80,100,8.66,snow
543,Luganville,VU,-15.5333,167.1667,80.29,86,100,4.54,light rain
544,Waipawa,NZ,-41.4122,175.5153,56.03,93,100,8.68,light rain
545,Hong Gai,VN,20.956,107.0946,62.51,55,99,6.17,light rain
546,Leshukonskoye,RU,64.8989,45.7622,-8.63,100,98,4.14,overcast clouds
547,Strezhevoy,RU,60.7333,77.5889,19.38,94,100,7.09,overcast clouds
548,Port Hedland,AU,-20.3167,118.5667,95.05,59,58,20.71,broken clouds
549,Lithgow,AU,-33.4833,150.15,68.31,59,75,11.68,light rain
550,Hambantota,LK,6.1241,81.1185,82.74,78,66,8.05,broken clouds
551,Kamaishi,JP,39.2667,141.8833,33.12,45,29,16.04,scattered clouds
552,Ghosi,IN,26.1083,83.5436,61.68,68,0,7.78,clear sky
553,Labrea,BR,-7.2586,-64.7981,72.93,98,100,2.1,light rain
554,Lakselv,NO,70.0513,24.9718,19.74,79,96,21.85,overcast clouds
555,Saint Anthony,US,45.0205,-93.218,-0.15,74,75,0.0,broken clouds
556,Nome,US,64.5011,-165.4064,0.16,65,0,0.0,clear sky
557,Krasnozatonskiy,RU,61.6758,50.9794,7.02,85,75,6.71,broken clouds
558,Sibolga,ID,1.7427,98.7792,84.04,67,100,3.78,overcast clouds
559,Pasinler,TR,39.9803,41.6764,16.79,88,86,5.86,overcast clouds
560,Kaniama,CD,-7.5667,24.1833,63.27,96,100,2.53,overcast clouds
561,Buala,SB,-8.145,159.5921,84.16,77,100,9.26,light rain
562,Fairbanks,US,64.8378,-147.7164,6.1,78,100,0.0,light snow
563,Chumikan,RU,54.7183,135.315,4.42,72,100,14.79,overcast clouds
564,Ugoofaaru,MV,5.6667,73.0,81.34,68,37,10.07,scattered clouds
565,Yeppoon,AU,-23.1333,150.7333,85.78,59,43,23.49,scattered clouds
566,Sovetskoye,RU,52.2861,85.4131,7.81,80,15,3.02,few clouds
567,Ilam,NP,26.9167,87.9167,47.86,88,94,2.1,overcast clouds
568,Jhol,PK,25.9551,68.8882,51.87,30,0,4.85,clear sky
569,Mednogorsk,RU,51.4128,57.595,19.71,91,100,16.58,overcast clouds
570,Gigmoto,PH,13.7796,124.39,78.46,83,100,17.29,overcast clouds
571,Brighton,GB,50.8284,-0.1395,39.74,85,2,5.99,clear sky
572,Wicklow,IE,53.0,-6.4167,37.45,87,83,11.03,broken clouds
573,Bubaque,GW,11.2833,-15.8333,77.54,64,0,9.4,clear sky
574,North Platte,US,41.1239,-100.7654,25.99,65,0,8.99,clear sky
575,Samdari,IN,25.8167,72.5833,69.58,21,0,4.05,clear sky
576,Esmeraldas,BR,-19.7625,-44.3139,70.66,96,100,1.81,overcast clouds
577,Inuvik,CA,68.3499,-133.7218,-28.95,94,6,11.23,clear sky
578,Aller,ES,43.1187,-5.5839,40.01,98,97,5.19,overcast clouds
579,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.74,95,77,1.5,broken clouds
580,General Roca,AR,-39.0333,-67.5833,62.4,61,59,16.53,broken clouds
581,Marsa Matruh,EG,31.3525,27.2453,53.13,71,20,15.46,few clouds
582,Santa Maria Chiquimula,GT,15.0303,-91.3292,52.9,100,14,2.39,few clouds
583,Liuzhou,CN,24.3126,109.3892,55.99,51,0,7.07,clear sky
584,Nagorsk,RU,59.3172,50.8078,13.1,91,100,8.52,overcast clouds
585,Burnie,AU,-41.0667,145.9167,69.94,63,93,7.47,overcast clouds
586,Huilong,CN,31.8111,121.655,42.98,45,8,17.13,clear sky
587,Thinadhoo,MV,0.5333,72.9333,82.04,70,100,11.5,overcast clouds
588,Bogandinskiy,RU,56.8937,65.8938,17.87,85,100,8.86,overcast clouds
589,Taklisah,TN,36.7833,10.6333,55.81,61,84,9.71,broken clouds
590,Gurupa,BR,-1.405,-51.64,72.95,98,99,2.46,heavy intensity rain
591,Altay,CN,47.8667,88.1167,16.21,66,0,3.53,clear sky
592,Whitehorse,CA,60.7161,-135.0538,-0.18,77,99,13.0,overcast clouds
593,Mundybash,RU,53.211,87.2983,19.89,84,31,1.07,scattered clouds
594,Kalmunai,LK,7.4167,81.8167,80.67,65,66,4.92,broken clouds
595,Guerrero Negro,MX,27.9769,-114.0611,59.18,35,0,2.77,clear sky
596,Gien,FR,47.6933,2.6309,32.56,93,20,5.91,few clouds
597,Keflavik,IS,64.0049,-22.5624,27.03,63,100,31.07,snow
598,Makushino,RU,55.2103,67.2442,20.5,81,100,9.66,overcast clouds
599,Conde,BR,-7.2597,-34.9075,76.46,83,20,3.44,few clouds
600,Turinsk,RU,58.0458,63.696,20.68,94,100,6.29,overcast clouds
601,Tromso,NO,69.6496,18.957,21.22,68,40,3.44,scattered clouds
602,Krasnoarmeysk,RU,51.0239,45.6969,11.53,95,70,10.11,broken clouds
603,Delta,NG,5.5,6.0,75.58,91,7,1.12,clear sky
604,Pampa,US,35.5362,-100.9599,25.75,74,0,9.22,clear sky
605,Berezna,UA,51.5716,31.7846,5.86,100,100,6.11,overcast clouds
606,Uruacu,BR,-14.5247,-49.1408,70.5,90,53,1.32,broken clouds
607,Churapcha,RU,62.0025,132.4325,-20.16,90,100,3.98,overcast clouds
608,Roma,US,43.2128,-75.4557,12.34,78,100,8.05,overcast clouds
609,Kenitra,MA,34.261,-6.5802,51.84,84,97,5.68,overcast clouds
610,Eyl,SO,7.9803,49.8164,74.84,63,40,12.97,scattered clouds
611,Vrede,ZA,-27.4257,29.1659,57.92,91,100,7.18,overcast clouds
612,Asau,RO,46.4333,26.4,33.96,62,64,6.69,broken clouds
613,Iberia,US,29.9502,-91.7507,35.67,75,100,16.11,overcast clouds
614,Bosaso,SO,11.2842,49.1816,77.04,42,0,3.94,clear sky
615,Pangody,RU,65.85,74.4859,1.35,99,97,7.14,overcast clouds
616,Buchanan,LR,5.8808,-10.0467,77.45,85,20,1.86,few clouds
617,Tambongon,PH,10.9677,123.9244,81.82,75,82,12.91,broken clouds
618,Novoagansk,RU,61.9449,76.6625,2.66,97,93,7.56,overcast clouds
619,Labuhan,ID,-6.8844,112.2051,84.9,72,41,11.41,scattered clouds
620,Okhotsk,RU,59.3833,143.3,7.52,71,96,14.32,overcast clouds
621,Japura,ID,-0.3167,102.35,85.55,64,100,3.15,light rain
622,Lata,PT,40.1629,-8.3327,42.06,96,79,2.75,broken clouds
623,Karratha,AU,-20.7377,116.8463,93.94,52,68,17.9,broken clouds
624,California City,US,35.1258,-117.9859,47.68,36,20,6.91,few clouds
625,Liverpool,GB,53.4106,-2.9779,42.76,83,69,5.01,broken clouds
626,Arman,RU,59.7,150.1667,5.09,72,31,11.68,scattered clouds
627,Geilo,NO,60.5333,8.2076,26.38,83,60,13.76,light snow
628,Dandong,CN,40.1292,124.3947,21.34,37,3,15.1,clear sky
629,Booue,GA,-0.0921,11.9385,71.22,97,72,2.3,broken clouds
630,Hidalgo,MX,20.5,-99.0,38.23,95,100,5.91,overcast clouds
631,Watertown,US,42.3709,-71.1828,25.54,89,100,3.0,overcast clouds
632,Ahvaz,IR,31.3203,48.6693,53.55,71,40,2.3,scattered clouds
633,Carutapera,BR,-1.195,-46.02,75.18,93,100,4.99,overcast clouds
634,Nadym,RU,65.5333,72.5167,-1.86,99,79,9.44,broken clouds
635,Burns Lake,CA,54.2331,-125.7533,28.33,86,84,6.15,broken clouds
636,Khani,GE,41.9563,42.9566,26.17,98,98,6.35,snow
637,Aurangabad,IN,19.8833,75.3333,72.9,21,76,8.12,broken clouds
638,Calabozo,VE,8.9242,-67.4293,81.97,38,77,7.72,broken clouds
639,Pundaguitan,PH,6.3711,126.1689,81.0,78,69,17.4,broken clouds
640,Ostersund,SE,63.1792,14.6357,25.25,74,61,10.36,broken clouds
641,Elk Plain,US,47.0532,-122.3976,47.46,92,75,1.99,mist
642,Springbok,ZA,-29.6643,17.8865,74.25,40,1,3.4,clear sky
643,Kurilsk,RU,45.2333,147.8833,23.79,70,100,15.14,overcast clouds
644,Yamada,JP,39.4667,141.95,33.49,40,51,12.15,broken clouds
645,Rambouillet,FR,48.5833,1.9167,37.63,91,44,6.69,scattered clouds
646,San Rafael,AR,-34.6177,-68.3301,63.3,66,53,7.0,broken clouds
647,Igrim,RU,63.1906,64.4162,-11.27,100,91,2.15,overcast clouds
648,Carmo Do Cajuru,BR,-20.1842,-44.7711,67.55,94,100,0.92,overcast clouds
649,Almaznyy,RU,48.0448,40.045,26.74,92,99,10.6,overcast clouds
650,Luis Correia,BR,-2.8792,-41.6669,76.95,89,90,9.35,overcast clouds
651,San Cristobal,VE,7.7669,-72.225,69.98,92,52,3.0,broken clouds
652,Lovozero,RU,68.005,35.0117,10.87,93,100,14.56,light snow
653,Kayan,MM,16.9056,96.5631,82.54,39,52,1.88,broken clouds
654,Yuancheng,CN,36.652,107.7896,24.71,32,100,5.3,overcast clouds
655,Alofi,NU,-19.0595,-169.9187,80.4,80,100,20.69,light rain
656,Deputatskiy,RU,69.3,139.9,-27.27,98,71,2.95,broken clouds
657,Zlitan,LY,32.4674,14.5687,57.07,37,27,10.22,scattered clouds
658,Ziyang,CN,29.2497,117.8547,51.46,51,4,4.25,clear sky
659,Kuching,MY,1.55,110.3333,84.42,74,40,6.91,scattered clouds
660,Le Port,RE,-20.9373,55.2919,84.2,83,100,21.25,light rain
661,Dalby,AU,-27.1833,151.2667,78.94,36,0,22.97,clear sky
662,Sept-Iles,CA,50.2001,-66.3821,-0.94,65,100,4.0,overcast clouds
663,Kjollefjord,NO,70.9457,27.3465,18.55,84,100,25.9,overcast clouds
664,Harper,LR,4.375,-7.7169,77.79,84,79,4.45,light rain
665,Hualmay,PE,-11.0964,-77.6139,69.51,86,60,7.76,broken clouds
666,Vilcun,CL,-38.65,-72.2333,47.14,98,75,1.77,broken clouds
667,Caravelas,BR,-17.7125,-39.2481,75.06,91,100,4.97,overcast clouds
668,Miyako,JP,39.6367,141.9525,32.94,42,68,12.97,broken clouds
669,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,8.65,87,42,2.51,scattered clouds
670,Bagdarin,RU,54.4333,113.6,8.73,70,15,4.63,few clouds
671,Canete,CL,-37.8,-73.4,53.35,90,67,5.86,broken clouds
672,Slave Lake,CA,55.2834,-114.769,3.18,85,100,4.61,overcast clouds
673,Agaro,ET,7.85,36.65,67.37,51,99,1.34,overcast clouds
674,Bambanglipuro,ID,-7.95,110.2833,85.66,67,58,12.39,broken clouds
675,Goderich,CA,43.7501,-81.7165,11.91,96,100,4.47,overcast clouds
676,Jardim,BR,-21.4803,-56.1381,73.83,86,52,4.36,broken clouds
677,Rock Hill,US,34.9249,-81.0251,52.09,73,40,8.05,scattered clouds
678,Bongandanga,CD,1.5,21.05,65.77,58,78,2.44,broken clouds
679,Abu Kamal,SY,34.4506,40.9171,48.69,70,64,9.01,broken clouds
680,Salinas,US,36.6777,-121.6555,53.04,55,0,4.61,clear sky
